Pathway	test.results.p.value	test.results.p.adj	test.results.vote.rank	test.results.avg.rank	test.results.med.rank	test.results.min.pvalue	test.results.min.rank	test.results.avg.logfc	test.results.avg.logfc.dir	test.results.direction	test.results.significance	Big_pathway
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP	0.0422837687483587	0.09313157755515337	3525	5178.7	3996.5	0.0021578561956212177	392	0.56572705357049	-0.2309539960316725	-0.6	1.5482419922627884	gmtcustom
GSE17721_CTRL_VS_LPS_12H_BMDC_UP	0.042313345266451925	0.09317617209159529	3335	5091.2	4654.5	0.002159397003231609	980	0.7311989237791112	-0.36272166503178727	-0.6	4.519018302654148	gmtcustom
GCM_RBM8A	0.042321264011275034	0.0931765411500984	11005	6619.35	6374	0.002159809542975419	722	0.5046379429418841	-0.2899914940868343	-0.6	1.7951141177278747	gmtcustom
GCM_MAPK10	0.04241167257773132	0.09335849039679696	8690	7932.85	8510	0.0021645197523263915	1799	1.1341549662565107	-1.12735991452838	-1	2.3659660244977267	gmtcustom
GO_AMIDE_BINDING	0.042460941833288135	0.09344503471788891	11610	4470.35	4925	0.002167086816450798	481	0.7449009750236406	0.4205088240594947	0.6	6.537670404683539	gmtcustom
GO_EUCHROMATIN	0.042466535617987446	0.09344503471788891	3490	4577.4	4203.5	0.0021673782759961324	598	0.8888036835098561	-1.07367174025025	-1	6.015706863207754	gmtcustom
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	0.0424751773332458	0.09344694486144726	3370	5874.25	6221.5	0.0021678285486330163	1621	0.7475720177409441	-0.3164539275715156	-0.6	4.115893889541825	gmtcustom
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_DN	0.04252666069446619	0.09352297713717439	2125	5781.85	5944	0.0021705111457288296	1144	0.764341210794919	-0.430428821000584	-0.6	3.9111953870936285	gmtcustom
WAKASUGI_HAVE_ZNF143_BINDING_SITES	0.042533076783040705	0.09352297713717439	5020	4093.15	3806.5	0.002170845472675498	1039	0.6270080386913981	-0.18451106118690017	-0.2	3.39745126009322	gmtcustom
MODULE_480	0.042531673521715475	0.09352297713717439	7770	7246.65	9163	0.002170772351920463	1149	0.6706896425097233	-0.1686987838676616	-0.2	1.81628877731527	gmtcustom
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP	0.042597636374506406	0.09364780300986494	11165	4170.85	3318.5	0.00217420963619524	303	0.7714505269552432	0.059211667721706676	0.2	3.655944817018039	gmtcustom
ELLWOOD_MYC_TARGETS_DN	0.04263705529910634	0.09368306374530383	3750	4523.15	3629	0.0021762638398588165	1018	0.6158064196282057	-0.2265679708102782	-0.2	3.318806912229064	gmtcustom
GO_AMMONIUM_ION_METABOLIC_PROCESS	0.0426340012264881	0.09368306374530383	8010	4861.8	4103.5	0.002176104682793588	1312	0.8762724360921545	-0.5333159498815633	-0.6	3.9639341804921995	gmtcustom
GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_DN	0.04263241277174204	0.09368306374530383	2860	5423.65	4920.5	0.002176021903749049	708	0.5963411019725965	0.2939078833297083	0.6	2.3594236956589714	gmtcustom
GSE18148_CBFB_KO_VS_WT_TREG_DN	0.042690538404105555	0.0937834360664753	2595	5310.15	5661	0.0021790510862282103	1625	0.65602636069256	-0.6915709037466087	-1	5.55037957970419	gmtcustom
GO_ENDOSOME_ORGANIZATION	0.042702867019612886	0.09379337921483036	8415	7592.45	8992	0.0021796936070937836	908	0.49910196638367643	-0.2413336101191007	-0.6	1.037233054020118	gmtcustom
GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	0.042712081171596555	0.09379647931380383	5155	5479.7	4835	0.002180173819019313	2206	0.6846929642540194	0.1535221227194594	0.2	2.00622899000713	gmtcustom
MORF_RAB5A	0.042807694506008645	0.09398927774552145	710	6957	7774	0.0021851571372774425	706	0.6267759041821238	-0.1300972535388293	-0.2	2.869925964867285	gmtcustom
LIAO_HAVE_SOX4_BINDING_SITES	0.04282769804624111	0.0940160259703916	5605	6795.55	6912	0.002186199771415612	1363	0.5028300181070462	0.14625918671118654	0.2	1.570030843331722	gmtcustom
BILANGES_SERUM_SENSITIVE_VIA_TSC2	0.04284065661723259	0.0940273020258815	3860	6168.75	5474	0.0021868752153295164	1364	0.6368472729178375	-0.11449578922807721	-0.2	3.1878292796783883	gmtcustom
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN	0.04286374163267703	0.09404362806468528	11660	4463.6	3980.5	0.0021880785048051543	947	0.8257121115888433	-0.7596861513852877	-1	4.449015119565587	gmtcustom
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	0.04286097959355545	0.09404362806468528	10950	3667.65	3690.5	0.0021879345340924485	344	0.7610536320414287	-0.46179227334956663	-0.6	5.048439811719495	gmtcustom
GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	0.04287274288289605	0.09404621207943312	9550	5995.6	6542	0.002188547695833068	829	0.6136310570999337	0.29903389166517963	0.6	3.290526873355415	gmtcustom
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	0.04290253160469624	0.09407722225830964	8640	6738.7	7109.5	0.0021901004656954826	1639	0.5279208906065362	-0.10666034368004552	-0.2	1.4626204191122223	gmtcustom
GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_UP	0.042896188859010004	0.09407722225830964	11155	5948.1	5610	0.0021897698392586385	727	0.662057885788689	-0.6917210226561729	-1	2.935771073725081	gmtcustom
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.04293240403688253	0.09412555698109883	4460	6347	6184.5	0.0021916576451601845	717	0.6393907729246515	-0.29248641509513323	-0.6	1.2467886434534623	gmtcustom
COUP_DR1_Q6	0.04297453491544202	0.09414924079069228	3495	5325.15	5377.5	0.002193853907018839	601	0.6068753269643236	-0.3448233178470139	-0.6	2.4381758679034067	gmtcustom
MORF_FBL	0.042959056811719014	0.09414924079069228	4550	7042.85	8211	0.0021930470304547495	193	0.6192615024635573	0.42599356639458147	0.6	2.651100782763075	gmtcustom
GO_RIBONUCLEOTIDE_BINDING	0.04295951191381223	0.09414924079069228	11845	7648.05	6894.5	0.0029230250274706227	520	0.6311768940619021	0.6585230440406865	1	2.1242939773188536	gmtcustom
ATGTACA_MIR493	0.042968263350906526	0.09414924079069228	8775	5462.15	6696	0.0021935269676432176	624	0.6791278573962977	-0.39024255780888983	-0.6	3.365771206978095	gmtcustom
GO_LOCALIZATION_WITHIN_MEMBRANE	0.042987779006269405	0.09416109537798188	5190	6137.2	6108	0.002194544333897644	728	0.6270712827152457	-0.17027456848124273	-0.2	4.269800967495325	gmtcustom
GO_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_DNA_BINDING	0.04300268206737511	0.09417657881798439	3985	6406.25	4766.5	0.0021953212553071765	332	0.521911922799836	-0.26540120880273266	-0.6	2.526946862803485	gmtcustom
HLF_01	0.043073635487961705	0.09429760921522268	8350	5484.05	5690	0.0021990203329916693	2161	0.6995027499191216	-0.6559954830338175	-1	1.93104784939559	gmtcustom
VILLANUEVA_LIVER_CANCER_KRT19_DN	0.043069011671631866	0.09429760921522268	9890	4183.85	2824	0.002198779267532209	1234	0.7139145288221683	-0.16702046652955646	-0.2	2.7726347221988905	gmtcustom
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	0.043150871970501783	0.09443230146684908	10310	5904.4	5733	0.0022030472673302826	1	0.7083581663299029	-0.4247652807054567	-0.6	3.549369021256392	gmtcustom
GNF2_SELL	0.043149498133628776	0.09443230146684908	6870	4044.15	4315	0.0022029756359063526	703	0.8267177742254024	-0.42144161904528443	-0.6	3.2638123414548206	gmtcustom
DARWICHE_PAPILLOMA_RISK_LOW_UP	0.04319334621317007	0.09450804783919138	5420	3593.7	2778.5	0.0022052619092361608	593	0.7382701830835723	-0.19282762484436328	-0.2	3.8605777034607556	gmtcustom
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP	0.04320886225442544	0.09452479220390322	6615	7131.65	6594	0.0022060709516646643	1368	0.6336053464823365	-0.020233433822406353	-0.2	1.6435942606802099	gmtcustom
AMIT_EGF_RESPONSE_240_HELA	0.04327511947733753	0.09465251296162198	9150	6044.55	6280.5	0.002209525897414524	1472	0.5624143027750416	-0.5913571976416155	-1	2.44950759317662	gmtcustom
GO_RNA_MODIFICATION	0.043296967644310264	0.09467302521536905	2550	7145.7	6112	0.0022106652076697097	1436	0.47536031597651424	0.3499938075624023	0.6	2.609708634620743	gmtcustom
GSE37301_CD4_TCELL_VS_RAG2_KO_NK_CELL_DN	0.04330024895051152	0.09467302521536905	4020	7394.95	6310.5	0.0022108363191617334	1056	0.6262717121758832	-0.16371623257188314	-0.2	3.566697237270032	gmtcustom
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	0.043317390093848586	0.09467606296693708	1255	4693.45	4989.5	0.002211730193787279	497	0.5951268700570688	0.11057797980314388	0.2	3.1149988534652997	gmtcustom
GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP	0.04331018751757793	0.09467606296693708	9910	5431.25	6045.5	0.002211354592708063	635	0.9209814334568369	0.05042220252132834	0.2	7.408564387823241	gmtcustom
ALPHACP1_01	0.04334496621550231	0.0947191126843398	3130	6092.5	6407.5	0.0022131682625451538	458	0.6939421079903723	-0.6750674871182077	-1	3.1409272561261243	gmtcustom
URS_ADIPOCYTE_DIFFERENTIATION_UP	0.0433615175681333	0.09472077158746081	1090	4961.6	4269.5	0.0022140314188993588	600	0.914153891874568	0.412871522107577	0.2	6.58110050733714	gmtcustom
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.043361309841841895	0.09472077158746081	1385	5620.15	6100	0.002214020585843756	1308	0.6840747164639928	-0.11609136152869713	-0.2	3.195079079307328	gmtcustom
LIN_NPAS4_TARGETS_UP	0.04336936418079896	0.09472077158746081	6195	7463.25	8385	0.002214440626278428	1209	0.633428905425187	-0.3729996739618585	-0.6	1.9187547425094096	gmtcustom
PID_MYC_ACTIV_PATHWAY	0.04343614400347777	0.09484938911277135	880	6232.95	7112	0.002217923378646244	880	0.7511484610967496	-0.1768821483349247	-0.2	2.9809305781633872	gmtcustom
GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP	0.043444815447326424	0.09485109453183999	8285	5074.6	4285.5	0.002218375635359309	425	0.7635180952662385	0.0023233621340461585	-0.2	3.81253408938514	gmtcustom
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	0.04357156144472648	0.09509750458411688	7880	5537.9	6962.5	0.0022249864817291045	638	0.8358382800515448	-0.11430571245855785	-0.2	6.361221899983913	gmtcustom
SANA_RESPONSE_TO_IFNG_DN	0.0435735009773992	0.09509750458411688	870	4325.45	4229.5	0.0022250876507776615	869	0.708405762273515	0.7215696906112072	1	4.92120038119354	gmtcustom
GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP	0.04362615875018991	0.0951951450963937	2870	4459.85	2970	0.0022278344367969846	530	1.1218383361088238	-0.5656675587335767	-0.6	8.736198190520012	gmtcustom
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	0.043639340791028755	0.09520662715952026	1610	6513.85	5368.5	0.0022285220737324352	1608	0.4365306433552973	-0.15454216771002688	-0.6	2.997653405245571	gmtcustom
MEISSNER_NPC_HCP_WITH_H3K4ME2	0.04365642033741006	0.09520933034760637	2590	4891.1	4997	0.002229413036186573	1161	0.7050094901361169	-0.28480759504910136	-0.6	3.91626779824089	gmtcustom
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	0.043654584254151294	0.09520933034760637	7190	6124.8	6060	0.002229317255327106	1374	0.6577517102048295	-0.2483725987604465	-0.2	2.4344890192146167	gmtcustom
GSE7764_NKCELL_VS_SPLENOCYTE_UP	0.043689775292252195	0.09526479027537886	3480	7681.4	8905	0.002231153056454704	1637	0.6576257159151574	0.07527885797956446	0.2	3.360683156553213	gmtcustom
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	0.04371575468721452	0.09530415072452043	8615	6431.1	7200.5	0.0022325083575265602	1948	0.668850784864366	0.4361320868175873	0.6	1.4732595612215846	gmtcustom
GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDC_DN	0.04381534532566651	0.09546017949021819	5130	7990.35	7730	0.0022377041566782802	504	0.5995573221669194	-0.14981959362895556	-0.2	2.330926386823999	gmtcustom
GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_UP	0.04381156256480244	0.09546017949021819	9765	4925.2	3725.5	0.0022375067947433525	403	0.8616304715699584	0.4065394470851187	0.2	6.107168833076547	gmtcustom
GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	0.043816822398340366	0.09546017949021819	2205	5155.2	3600.5	0.0022377812217355578	538	0.7686376967329726	0.5108308324284245	0.6	3.609070966044465	gmtcustom
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_DN	0.0438472724671032	0.09546017949021819	10140	6760	8145.5	0.0022393699543375683	1381	0.7063158120264419	-0.335081861322267	-0.6	2.3458663505233748	gmtcustom
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	0.04382263004206289	0.09546017949021819	5735	5926.75	4756.5	0.0022380842318878015	426	0.7699413755137071	-0.7691690019245173	-1	3.3302114157534524	gmtcustom
GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_DN	0.04382954304134866	0.09546017949021819	1585	4475.05	3754	0.002238444915549385	322	0.7053158071001796	-0.4326060699268094	-0.6	2.7634116171243406	gmtcustom
chrxq26	0.04385085360161259	0.09546017949021819	11945	6532.15	8019	0.0022395568032205033	734	0.7728045876753703	-0.5579856302822757	-0.6	2.3727279455570933	gmtcustom
ACAACTT_MIR382	0.04383632329726592	0.09546017949021819	7465	8689.1	8764.5	0.002238798675772013	1398	0.3895961552695459	-0.38579264430163007	-1	0.8923662878223331	gmtcustom
AREB6_04	0.04389097392832253	0.09553021864790244	9510	4792.65	4349	0.002241650162451403	1050	0.7176115131621974	-0.7222660021403245	-1	2.53976582817278	gmtcustom
GO_CARTILAGE_DEVELOPMENT	0.043902949393310325	0.09553898527461685	2625	5519.3	4378	0.0022422750227417843	1641	0.5994260183312711	-0.5884301738780459	-1	3.246798350515691	gmtcustom
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	0.04400634250050745	0.0957466503526878	3055	6774.55	6742	0.0022476702161897386	1642	0.5999535585640454	-0.1789972708164657	-0.2	2.867118872390878	gmtcustom
TACAATC_MIR508	0.044049742725979425	0.09580639719721344	7665	6486.1	6089	0.002249935064368768	1860	0.6269050438004848	-0.5189374047007254	-0.6	4.196527401190124	gmtcustom
GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_DN	0.04404217029087072	0.09580639719721344	11515	7720.7	7424	0.0022495398885143863	2429	0.6565259414755109	-0.07390429321333525	-0.2	1.1226532596617855	gmtcustom
GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN	0.044088516916792365	0.09587338311446472	7690	3781.45	3044	0.002251958584760432	385	0.9432020662336614	-0.21307488397193858	-0.2	6.567252971491074	gmtcustom
GO_GENE_SILENCING_BY_RNA	0.04412650841501729	0.09593864309222697	335	7442.3	7653	0.002253941334169374	333	0.576183383172808	-0.34586211810180667	-0.6	2.97640226390352	gmtcustom
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.04414096927595965	0.09594237347816037	9400	5674.1	6016	0.002254696055940602	644	0.708224779580989	0.4412908073991749	0.6	4.792613778997008	gmtcustom
GSE45382_UNTREATED_VS_TGFB_TREATED_MACROPHAGES_UP	0.04415216787964255	0.09594237347816037	7995	7316.7	5786	0.0022552805258287422	1276	0.681934474589442	-0.6895720738846902	-1	3.6244305835731145	gmtcustom
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.04414652082018017	0.09594237347816037	10240	5286	5084.5	0.002254985797538393	586	0.8424735802285079	0.029072951809834102	-0.2	3.4530718083683225	gmtcustom
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	0.04425005777205086	0.09613770910497442	6500	5872.1	6533	0.002260389805331086	645	0.8976264547862289	-0.39783618306230256	-0.6	5.215738977691114	gmtcustom
PEREZ_TP53_AND_TP63_TARGETS	0.04432101991878186	0.09627448146795747	6490	7434.75	7503.5	0.002264093924924437	1016	0.8531400032541906	-0.7028985225307425	-0.6	1.772528162368922	gmtcustom
GO_REGULATION_OF_TELOMERE_CAPPING	0.04436444548339916	0.09635140002817369	3295	7262.15	7242	0.002266360804345024	940	0.5854053300432902	-0.21865287371902734	-0.6	1.465131532940264	gmtcustom
GSE7852_TREG_VS_TCONV_DN	0.04437992855465338	0.09636761581565902	4205	6977.15	6875	0.0022671690674868914	1328	0.6582070316488053	-0.41181901977837365	-0.6	3.241535782016573	gmtcustom
GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	0.04441782740773521	0.09643249110861206	5975	8507.9	8988	0.003024385266409135	2581	0.6200301568751552	-0.11571938337568514	-0.2	2.068738371348308	gmtcustom
AFFAR_YY1_TARGETS_UP	0.04445538024540274	0.09649659189779458	3420	3919.4	3345	0.002271108051960294	667	0.882693583047691	0.40083294243882595	0.2	7.42113216266235	gmtcustom
GO_RESPONSE_TO_COLD	0.044481551528817075	0.09653596875391046	5310	6381.3	6354	0.002272474402875551	1646	0.5169099642943095	-0.09162695742299745	-0.2	2.7138152884171944	gmtcustom
GO_MULTICELLULAR_ORGANISM_GROWTH	0.044524688121763044	0.0966121436663743	1445	4141.2	3538	0.0022747265566223523	1373	0.5876207361458846	-0.5735903091833068	-1	4.541182225771828	gmtcustom
GO_CARBOHYDRATE_HOMEOSTASIS	0.044579420360601384	0.09671344742010274	11720	4344.5	3469	0.0022775842559880966	958	0.9096825851731521	-0.38288114142855195	-0.6	5.9997822022363385	gmtcustom
GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DN	0.04459980476329882	0.09672674817693651	1335	5398.8	5302	0.002278648613510412	486	0.8638663483160052	-0.1859965452998255	-0.2	5.192055245406021	gmtcustom
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	0.04460164421801506	0.09672674817693651	6100	5414.9	5280.5	0.0022787446604304817	1388	0.5908303858463695	0.5881799979459467	1	2.6692655862256545	gmtcustom
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP	0.044649464584393964	0.09681298949657284	2570	5615.75	5239	0.0022812416571054745	926	0.6737052921399301	-0.05337377387090453	-0.2	3.6868466801414423	gmtcustom
GSE14350_IL2RB_KO_VS_WT_TEFF_UP	0.04468079335866353	0.09686344760405668	6435	5907.6	6176	0.0022828775902787235	1383	0.6789650911000217	0.15098441191931852	0.2	3.1321817661461573	gmtcustom
GO_MICROTUBULE_CYTOSKELETON	0.04481216682342971	0.09713073519373396	10505	5911.8	7012	0.0022897382352304804	13	0.6791530201113596	0.215812634717059	0.2	2.369667184108277	gmtcustom
GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN	0.04485261088986576	0.09718335174965326	2095	6438.7	7270.5	0.0022918505041627396	672	0.6192801238753669	-0.1438210941694567	-0.2	2.9541739955053563	gmtcustom
GO_NUCLEOPLASM_PART	0.04485056964147735	0.09718335174965326	10775	6720.8	5891.5	0.002291743894015023	22	0.5875368110228776	0.025946246030269737	0.2	3.0077455468074654	gmtcustom
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	0.044908778542050706	0.09728751610271968	1005	5155.15	5699.5	0.0022947841084592	432	0.8969862075578829	-0.39969915490560326	-0.6	4.821259535132366	gmtcustom
PID_BARD1_PATHWAY	0.04491868735876879	0.09729144878193867	4810	6793.2	6330.5	0.002295301657286983	1384	0.49508914864760345	0.15057713581181761	0.2	2.3064330197362595	gmtcustom
GUO_TARGETS_OF_IRS1_AND_IRS2	0.0449851448288325	0.09741783930596208	8540	5238.1	5609.5	0.002298772938781614	337	0.6837954091535196	0.1899836662858832	0.2	2.3340825107367364	gmtcustom
GSE14308_TH2_VS_TH1_UP	0.04499798066434639	0.0974280845760281	10260	6596.75	6516.5	0.002299443421053816	737	0.6512532174781251	-0.34982862792708824	-0.6	2.4804085028814145	gmtcustom
GO_PEPTIDASE_REGULATOR_ACTIVITY	0.04504422617937508	0.09749309378866902	5680	7151.3	7111.5	0.0023018591351810997	650	0.7593656018873968	-0.3270490602732807	-0.6	4.411379836766004	gmtcustom
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	0.04504191114151485	0.09749309378866902	8765	6094.35	4984	0.0023017382025487835	2069	1.0355691733168033	-1.0860994411900458	-1	3.5119938270264086	gmtcustom
GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP	0.04507564222560162	0.09754352748766103	3925	7565.8	7844	0.002303500269858552	738	0.7176737727068075	0.29030244582856257	0.2	3.5720737055770755	gmtcustom
GSE10325_CD4_TCELL_VS_MYELOID_DN	0.04508624201717023	0.09754890483952543	4190	5783.45	6114	0.0023040540011891836	230	0.8955120740379539	0.21138000692569198	0.2	5.5920085922041745	gmtcustom
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	0.045126622682385244	0.09761870276497266	7790	7445.45	5291	0.002306163533851274	652	0.8147346565576989	0.42842052660130203	0.6	4.511050494803449	gmtcustom
GSE24492_LYVE_NEG_VS_POS_MACROPHAGE_UP	0.04516724035358434	0.09768898817748062	6390	7160.55	7760.5	0.0023082855334790337	2442	0.6563116334896628	0.12590649610175458	0.2	2.8856787948235296	gmtcustom
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	0.045228544767578926	0.09780398212827239	5950	6925	6396	0.0023114884384198044	1023	0.5802469966319426	-0.017761259955622354	-0.2	2.0699787892339216	gmtcustom
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_UP	0.04528341837730779	0.0979050309916577	11840	4888.65	3501	0.0023143555258437138	745	0.6822511688953873	0.17918588406584024	0.2	5.188955629464078	gmtcustom
MILI_PSEUDOPODIA_HAPTOTAXIS_UP	0.04531271837449332	0.09795076201758392	4895	6097.15	5160.5	0.002315886483474604	741	0.594241264770336	-0.5953582260738948	-1	2.1133672987683196	gmtcustom
GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP	0.04533983733608898	0.09799176278625055	3955	5912.45	5695	0.0023173035193329813	1397	0.7604536260317232	0.520771082210705	0.6	3.9684789712740964	gmtcustom
GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	0.045353415966993875	0.09800348972483074	2200	5169.05	2598.5	0.002318013052272208	607	0.9304553796418878	0.341029964356257	-0.2	5.037451467699929	gmtcustom
GSE16266_CTRL_VS_LPS_STIM_MEF_UP	0.04536897874107174	0.09801463805349658	9300	5678.7	4867	0.002318826275713038	1224	0.6704118320633008	0.25704046804074315	0.2	3.730232709716071	gmtcustom
GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.045374882353190954	0.09801463805349658	5505	6164.15	5966.5	0.0023191347687244106	459	0.6297779158316908	-0.26307167282448696	-0.6	1.5599422332039363	gmtcustom
BROWNE_HCMV_INFECTION_30MIN_DN	0.045416780474394826	0.09808075267914342	4175	4592.9	3532.5	0.002321324205421308	744	0.9406411401034964	0.1353992617443311	0.2	6.67085886199007	gmtcustom
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.045421807683619614	0.09808075267914342	1530	4614.35	3943.5	0.002321586914417565	790	0.9669835300754476	-1.000388510351757	-1	6.4963927556672525	gmtcustom
GSE36095_WT_VS_HDAC9_KO_TREG_UP	0.04554100410205775	0.09832047598973352	8075	4705.9	4313	0.0023278161970751838	491	0.9450077956129042	0.5366255417324397	0.6	5.989583016177294	gmtcustom
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_DN	0.04561399769696139	0.09846038181274427	6510	6049.8	5416	0.002331631254877037	1392	0.6445388801672954	0.6472021255205613	1	2.9060971588520585	gmtcustom
GO_PATTERN_SPECIFICATION_PROCESS	0.045643304104440396	0.09850595307710557	2180	5615.6	3556.5	0.0023331630513484794	1331	0.7511750709612935	-0.6690253632479026	-1	4.183373490537191	gmtcustom
GSE36009_UNSTIM_VS_LPS_STIM_DC_DN	0.04566037036359524	0.09852509641730003	11245	7132.25	8246	0.0023340550965078016	2385	0.6229277522670811	-0.4043863956542162	-0.6	1.8211246404444925	gmtcustom
GO_ORGAN_REGENERATION	0.04568620717077849	0.0985554030308659	2505	4048.2	3248	0.0023354056028335483	601	0.6772976743120134	0.33866496715223565	0.6	3.8671173281787543	gmtcustom
chr5q23	0.045690812835123176	0.0985554030308659	3485	6262.25	5826.5	0.0023356463474826566	2448	0.745189978576077	-0.6276130891890999	-1	3.034878480922861	gmtcustom
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	0.045716460935869556	0.098593034967723	5635	4941.85	5482	0.002336987030505831	241	0.8800188057462199	0.20340115040283033	0.2	4.617851403152211	gmtcustom
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN	0.04572564233744554	0.09859514736115388	5915	6791.25	8216	0.0023374669710186182	1210	0.6827096323506872	-0.28133019174266527	-0.6	4.749945653048051	gmtcustom
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	0.04577823933163223	0.09869085634963252	2450	4898.8	3799.5	0.002340216464593779	654	0.7307595078517302	0.054344555436014255	-0.2	4.16914547861996	gmtcustom
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	0.04578810780092336	0.09869443139230763	5755	4524.35	4874.5	0.002340732352184452	1289	1.0360383759959073	-0.37166995999485103	-0.6	3.5478471909427824	gmtcustom
GO_CHROMOSOME_CONDENSATION	0.0458159695641465	0.09870139249652421	2205	5824	5192.5	0.002342188890928535	604	0.6408658626364079	0.014376244132148297	0.2	2.1995516592764375	gmtcustom
GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN	0.04581271567895384	0.09870139249652421	11380	4730.25	2687.5	0.002342018784396828	561	0.5851758195781469	-0.630683122129991	-1	3.1397971838389354	gmtcustom
STEIN_ESR1_TARGETS	0.04580981491160374	0.09870139249652421	4740	5220.75	4910	0.002341867138615799	686	0.7471635230960256	-0.055358942026216475	-0.2	2.5541841813094797	gmtcustom
GO_KERATINOCYTE_DIFFERENTIATION	0.0458816988966625	0.09882102979853623	3560	7865.1	8060	0.00234562520539571	1159	0.3664710553211731	-0.030404080856852804	-0.2	1.0992742485409817	gmtcustom
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	0.04588794512398546	0.09882102979853623	9625	8150.25	8892.5	0.00234595176843226	744	0.7111431542392797	0.44831565974066234	0.6	2.5810346981730894	gmtcustom
YANG_BREAST_CANCER_ESR1_LASER_DN	0.04597113781568783	0.09892960042215064	1445	5627.45	5086.5	0.0023503014128448516	1442	0.9503969968569564	-0.3746923004012446	-0.6	5.455452584293472	gmtcustom
